("{1,47}",0101000020E61000008109B46E7A696240A2C68C3CE4DA41C0),{1,47},POINT(147.296195365558 -35.7100902259238)
("{1,48}",0101000020E610000023201F69496D6240A95BD2E59ED441C0),{1,48},POINT(147.41521125869 -35.6610991742267)
("{1,49}",0101000020E61000002A6359CF9E7062409C1E8D0B37CA41C0),{1,49},POINT(147.519385981164 -35.579804843813)
("{1,50}",0101000020E61000001B3F612215726240D41C44F260BD41C0),{1,50},POINT(147.565079870162 -35.4795210678655)
("{1,51}",0101000020E6100000064707B5EE7462409FAF258162B141C0),{1,51},POINT(147.654139055456 -35.3858186182035)
("{1,52}",0101000020E6100000D18181009F74624086049D0D20A841C0),{1,52},POINT(147.644409420913 -35.3134781853378)
("{1,53}",0101000020E6100000297FF0D7DE766240A4416D1CE5A341C0),{1,53},POINT(147.714702577324 -35.2804294141272)
("{1,54}",0101000020E61000008C686CE58B796240D490C8D1B79A41C0),{1,54},POINT(147.798327171073 -35.2087347249341)
("{1,55}",0101000020E6100000C8C9B2EF197A624003A3EF1A8F9641C0),{1,55},POINT(147.815666054912 -35.176242224703)
("{1,56}",0101000020E6100000C1E6F3ABDE7B6240A1C1AE6C909541C0),{1,56},POINT(147.870931602831 -35.1684699872305)
("{1,57}",0101000020E61000009E0FD770897D6240BC85BC744F9141C0),{1,57},POINT(147.923027439157 -35.135237304737)
("{1,58}",0101000020E6100000E6F4536812806240B72A05DA679041C0),{1,58},POINT(148.002247013071 -35.128169300578)
("{1,59}",0101000020E6100000B9CAF1BEA18262406D44149A178A41C0),{1,59},POINT(148.082244369745 -35.0788452719652)
("{1,60}",0101000020E6100000058006B55B836240D708E92C087F41C0),{1,60},POINT(148.10494471807 -34.9924369943489)
("{1,61}",0101000020E6100000B04C4CB73A8562409EA79C41857841C0),{1,61},POINT(148.163417481444 -34.9415666594425)
("{1,62}",0101000020E6100000EE7B41377D85624085C056D7E97241C0),{1,62},POINT(148.17153513708 -34.8977612660974)
("{1,63}",0101000020E6100000E5F0B80A3C8862409798221F986E41C0),{1,63},POINT(148.257329331601 -34.864017383473)
("{1,64}",0101000020E6100000CD81EB1D968A62408E8D4A1E176741C0),{1,64},POINT(148.330824813819 -34.805393015292)
("{1,65}",0101000020E610000048A864560C9162403D1FE9F0116541C0),{1,65},POINT(148.532756039235 -34.7896100176135)
("{1,66}",0101000020E6100000733BF97223956240926B2109B06741C0),{1,66},POINT(148.660577284605 -34.8100596821961)
("{1,67}",0101000020E610000084F0BF1961986240FE0BC196D86041C0),{1,67},POINT(148.761853098757 -34.7566097681629)
("{1,68}",0101000020E61000004D43C798E29A62407C39ED29DA6141C0),{1,68},POINT(148.840160741029 -34.7644703300784)
("{1,69}",0101000020E610000096787276E29C624023A754E6586641C0),{1,69},POINT(148.902644370629 -34.7995880044312)
("{1,70}",0101000020E61000001658076E78A06240421B3A10DD6941C0),{1,70},POINT(149.014700903267 -34.8270588191722)
("{1,71}",0101000020E61000005242C7CF9FA56240A589FA7AAB6341C0),{1,71},POINT(149.175758256128 -34.7786706660584)
("{1,72}",0101000020E61000005744B76B03A86240B3AC88C6406341C0),{1,72},POINT(149.250417573875 -34.7754142920834)
("{1,73}",0101000020E6100000199629DFEDAA62406C81AB0A786741C0),{1,73},POINT(149.341537076209 -34.8083508813314)
("{1,74}",0101000020E61000004F6D1783E8B262401261CE17476641C0),{1,74},POINT(149.590882821804 -34.7990445859633)
("{1,75}",0101000020E6100000C294E5020CB4624004D2AD93826341C0),{1,75},POINT(149.626466225052 -34.7774223898632)
("{1,76}",0101000020E6100000460226D706B86240118426A2946141C0),{1,76},POINT(149.750835012661 -34.7623484314028)
("{1,77}",0101000020E6100000A09266A2C0B8624035F56117845D41C0),{1,77},POINT(149.773514938676 -34.7305936077413)
("{1,78}",0101000020E6100000979FE630CABD6240510E76D9E55D41C0),{1,78},POINT(149.930931520878 -34.7335769487805)
("{1,79}",0101000020E610000014E228EF46BF6240E0B23386495C41C0),{1,79},POINT(149.977408962107 -34.720993781322)
("{1,80}",0101000020E61000004F8ECEF70FC362407D1AE3F11D5241C0),{1,80},POINT(150.095699218206 -34.6415388449577)
("{1,81}",0101000020E61000008DEE6A3EB3C66240B0554A1CF54D41C0),{1,81},POINT(150.209380349017 -34.6090426791155)
("{1,82}",0101000020E6100000DED4E95FDAC9624019F3481AF13C41C0),{1,82},POINT(150.3079070632 -34.4761078697395)
("{1,83}",0101000020E6100000A6C92BFEDACF62408A9008789F3341C0),{1,83},POINT(150.495482526324 -34.4033041040248)
("{1,84}",0101000020E6100000E9FA4B039FD1624009B0C898392A41C0),{1,84},POINT(150.550660751723 -34.3298827152176)
("{1,85}",0101000020E6100000342CEAEE1FD46240D1D09FF48B2341C0),{1,85},POINT(150.628898103112 -34.277708604846)
("{1,86}",0101000020E6100000356E856241D76240BE9FCEC2A71441C0),{1,86},POINT(150.726731548888 -34.1613696583658)
("{1,87}",0101000020E610000046B9CE4A78D86240DDF02EB68E0941C0),{1,87},POINT(150.764684108503 -34.074667714043)
("{1,88}",0101000020E610000059E9B97BFDD96240C6B59052C40441C0),{1,88},POINT(150.81219278632 -34.0372412878601)
("{1,89}",0101000020E610000098B20CDAF1DB62402DBDB8C6E0F840C0),{1,89},POINT(150.873272919464 -33.9443596269651)
("{1,90}",0101000020E61000002C4584277FDD6240E61F6A94F6F640C0),{1,90},POINT(150.921771772709 -33.9294000166117)
("{1,91}",0101000020E6100000E6827C3AC1E56240271BEFF1B8F740C0),{1,91},POINT(151.179837458788 -33.9353315751562)
("{1,92}",0101000020E6100000855359537FE66240F7A1C62EACF540C0),{1,92},POINT(151.203042673555 -33.9193170995604)
("{1,93}",0101000020E6100000534BC37A9BE6624080064EC4F6F040C0),{1,93},POINT(151.206479436335 -33.8825307255729)
("{1,94}",0101000020E6100000123231EEEEE56240C0AC7D5E67EE40C0),{1,94},POINT(151.185416313253 -33.862529574742)
("{1,95}",0101000020E61000006BBE00143BE762400A3E3D2A63EF40C0),{1,95},POINT(151.225961686566 -33.8702137755427)
("{1,96}",0101000020E6100000505DFDC217E7624055305235BDF640C0),{1,96},POINT(151.221650595524 -33.9276491786301)
("{1,97}",0101000020E61000001FDD8E07DAE56240B850C55355FA40C0),{1,97},POINT(151.18286493209 -33.9557289803938)
("{1,98}",0101000020E6100000E8759C0DB0E3624040F4F7C818F940C0),{1,98},POINT(151.115240865314 -33.9460688791955)
("{1,99}",0101000020E6100000CA28C67B63DC6240D3107D2AE1FA40C0),{1,99},POINT(150.887143981008 -33.9599965201066)
("{1,100}",0101000020E61000008AF329F682DA6240E0667210710641C0),{1,100},POINT(150.828486520706 -34.0503254469493)
("{1,101}",0101000020E610000095E13E44FFD862400958665C130B41C0),{1,101},POINT(150.78116047174 -34.0865283488966)
("{1,102}",0101000020E6100000E5A3B500CCD762404439C06A151641C0),{1,102},POINT(150.743652682081 -34.1725285948365)
("{1,103}",0101000020E6100000CC0C55819AD462405BBB78864D2541C0),{1,103},POINT(150.643860498536 -34.2914283837806)
("{1,104}",0101000020E61000004259596310D26240D4022760192C41C0),{1,104},POINT(150.564500498304 -34.3445244017109)
("{1,105}",0101000020E61000000247E8E148D06240215B5C75923541C0),{1,105},POINT(150.508896783511 -34.4185320568997)
("{1,106}",0101000020E6100000B6DBB4D348CA62402DB1DA7DE43E41C0),{1,106},POINT(150.321390012015 -34.4913480108101)
("{1,107}",0101000020E6100000A1FB848E13C76240CE5893B3085041C0),{1,107},POINT(150.221137294514 -34.6252655477016)
("{1,108}",0101000020E6100000647195EB59C36240AD3E7F82675441C0),{1,108},POINT(150.104726592904 -34.6594088670075)
("{1,109}",0101000020E61000008E6D9D4782BF6240082EB935B05E41C0),{1,109},POINT(149.984653289296 -34.7397524980734)
("{1,110}",0101000020E6100000FEA8D6CDD4BD624088F1FE4E756041C0),{1,110},POINT(149.932227057703 -34.7535799736825)
("{1,111}",0101000020E6100000D2DD35E1FEB862409CD1D855F75F41C0),{1,111},POINT(149.78111324807 -34.7497355755506)
("{1,112}",0101000020E61000009A89330E4EB86240399A207E0A6441C0),{1,112},POINT(149.759528256091 -34.7815702113334)
("{1,113}",0101000020E61000002632180D3BB462405B26694F0E6641C0),{1,113},POINT(149.632208392389 -34.7973117125918)
("{1,114}",0101000020E610000020A1FC7106B362406E0E402DD66841C0),{1,114},POINT(149.594536775033 -34.8190361559653)
("{1,115}",0101000020E61000004693AE88DAAA6240F448EBCF046A41C0),{1,115},POINT(149.33917650315 -34.8282718561985)
("{1,116}",0101000020E6100000F500CC79EAA76240813AAB11CF6541C0),{1,116},POINT(149.247372530408 -34.7953817449643)
("{1,117}",0101000020E6100000223AEE0DB6A562402825756D376641C0),{1,117},POINT(149.178473439491 -34.7985665151594)
("{1,118}",0101000020E6100000EAE6A8587BA06240BE95CB57706C41C0),{1,118},POINT(149.015056924712 -34.8471784347598)
("{1,119}",0101000020E610000041A299D5B49C6240C8E9FF20D86841C0),{1,119},POINT(148.89707450873 -34.8190957307411)
("{1,120}",0101000020E6100000CC7F2666B09A624078D4B984516441C0),{1,120},POINT(148.8340330841 -34.7837377459882)
("{1,121}",0101000020E6100000DA524C507798624041D5973C6B6341C0),{1,121},POINT(148.764564656324 -34.7767101041195)
("{1,122}",0101000020E6100000EF3C5B99269562406796033C476A41C0),{1,122},POINT(148.660961797904 -34.8302989022748)
("{1,123}",0101000020E610000027A18A76129162405613BD8FA26741C0),{1,123},POINT(148.533503790627 -34.8096484826298)
("{1,124}",0101000020E6100000C87649B6BA8A6240E0151AB1A46941C0),{1,124},POINT(148.335291999325 -34.8253384950037)
("{1,125}",0101000020E61000004D82CBCA95886240516205ABBD7041C0),{1,125},POINT(148.268285176733 -34.8807882095613)
("{1,126}",0101000020E610000006108715D3856240BCD8DE52277541C0),{1,126},POINT(148.182017101092 -34.9152625644797)
("{1,127}",0101000020E6100000615F16FBD7856240DD069EF39F7941C0),{1,127},POINT(148.182614844986 -34.9501938363662)
("{1,128}",0101000020E610000039D4F772F0836240B69539F43B8041C0),{1,128},POINT(148.123101696054 -35.001829650991)
("{1,129}",0101000020E6100000D4602F9D2A8362409C8A7E16A68B41C0),{1,129},POINT(148.098951904808 -35.0910060994986)
("{1,130}",0101000020E61000007D1A231C52806240E6892F75D49241C0),{1,130},POINT(148.010023182451 -35.1471086961863)
("{1,131}",0101000020E6100000B7D0B4DAB47D6240CE537A0FD19341C0),{1,131},POINT(147.928326943545 -35.1548175189306)
("{1,132}",0101000020E61000007DD41181157C62405C3EC22C149841C0),{1,132},POINT(147.877625021767 -35.188115687223)
("{1,133}",0101000020E610000039174D7E867A6240A98B76EB909841C0),{1,133},POINT(147.82891764695 -35.1919226006351)
("{1,134}",0101000020E61000006223A000FE796240D893331E979C41C0),{1,134},POINT(147.812256157656 -35.2233617545932)
("{1,135}",0101000020E6100000D3831302427762403350B2E0F0A541C0),{1,135},POINT(147.726807630649 -35.2964135046645)
("{1,136}",0101000020E61000002A520B051F7562402F99A21EFCA941C0),{1,136},POINT(147.66003658496 -35.328006581682)
("{1,137}",0101000020E6100000642A69EF86756240B0A7AACD70B241C0),{1,137},POINT(147.672721581842 -35.3940674861218)
("{1,138}",0101000020E6100000ED3267D5A0726240ACCC247EC5BE41C0),{1,138},POINT(147.582133008538 -35.4904020003972)
("{1,139}",0101000020E610000079009317207162404360C5CBEBCB41C0),{1,139},POINT(147.535167491067 -35.5931334222555)
("{1,140}",0101000020E6100000BB6A57F8936D6240934C082FF4D641C0),{1,140},POINT(147.424312754379 -35.6793268957637)
("{1,141}",0101000020E61000008E55A78D0C6A6240F54543B582DC41C0),{1,141},POINT(147.314032389474 -35.7227388933642)
("{1,142}",0101000020E6100000E8C17DD90F696240989B6071B6E441C0),{1,142},POINT(147.283184762592 -35.786817714855)
("{1,143}",0101000020E610000008AEA786B166624057AEBD588DEC41C0),{1,143},POINT(147.20917065382 -35.8480635572602)
("{1,144}",0101000020E6100000A7163C37ED646240834761F423F641C0),{1,144},POINT(147.15395700203 -35.9229722476002)
("{1,145}",0101000020E6100000FA5233A47C6062404BAD8C87F4F741C0),{1,145},POINT(147.015215015643 -35.9371499478244)
("{1,146}",0101000020E610000090747ABC835F6240FE03CAA2160542C0),{1,146},POINT(146.984831084414 -36.0397532926945)
("{1,147}",0101000020E61000008F4004C3BE5D62408CC8291FBF0C42C0),{1,147},POINT(146.929536350541 -36.0995825723668)
("{1,148}",0101000020E61000006CF420D4445C6240D0822CBC750F42C0),{1,148},POINT(146.883401932111 -36.1207804887141)
("{1,149}",0101000020E61000005C2459045959624078EF1271DC0B42C0),{1,149},POINT(146.792116331201 -36.0926648466547)
("{1,150}",0101000020E6100000D3CA4D27675762409E7F9935E90B42C0),{1,150},POINT(146.731341983736 -36.0930544852738)
("{1,151}",0101000020E61000007D8F262AE953624016B1489D771542C0),{1,151},POINT(146.622212481798 -36.1677128415051)
("{1,152}",0101000020E6100000E8685A5D8850624034DB5B31B51642C0),{1,152},POINT(146.516646076757 -36.1774045656697)
("{1,153}",0101000020E61000009F57CE71634F6240CDFC487FEE1842C0),{1,153},POINT(146.480889227879 -36.194778357161)
("{1,154}",0101000020E610000000B4D1AF484C62404CFF776F5B2942C0),{1,154},POINT(146.383872899605 -36.3231028877186)
("{1,155}",0101000020E610000040FE8C053C4C624087282C520A3042C0),{1,155},POINT(146.382326865556 -36.3753149715058)
("{1,156}",0101000020E6100000B8FC1823C14A6240ADD2A882163442C0),{1,156},POINT(146.336076306155 -36.4069369625407)
("{1,157}",0101000020E610000059A293F8E84862407E65F6D1A93542C0),{1,157},POINT(146.278438843105 -36.4192450001819)
("{1,158}",0101000020E610000036BC8AB26E4762401E48D96DB63C42C0),{1,158},POINT(146.232262869804 -36.474317294211)
("{1,159}",0101000020E6100000EEBD6368E2426240D5D23B7ABC4142C0),{1,159},POINT(146.090137667473 -36.5135643760783)
("{1,160}",0101000020E61000002CCC5ABA14426240E29DE9E2C24542C0),{1,160},POINT(146.065030267085 -36.545009960242)
("{1,161}",0101000020E61000008B66B7712C3F6240697C01906B4B42C0),{1,161},POINT(145.974175317959 -36.589220047689)
("{1,162}",0101000020E6100000FFD50487993D6240F00C9F7E184B42C0),{1,162},POINT(145.924991139836 -36.5866850163092)
("{1,163}",0101000020E6100000430619BB883A62400D71ED7E484E42C0),{1,163},POINT(145.82919077766 -36.6115873965628)
("{1,164}",0101000020E61000002545873473366240646B1941D45442C0),{1,164},POINT(145.70156313343 -36.6627274870032)
("{1,165}",0101000020E610000086BB54302E336240336670C6C75F42C0),{1,165},POINT(145.599388280385 -36.7482841538262)
("{1,166}",0101000020E610000038641376DB32624042BEC17B8E6342C0),{1,166},POINT(145.589289701342 -36.7777857490551)
("{1,167}",0101000020E61000006DAF6AA5BB306240482227AD216442C0),{1,167},POINT(145.522906025285 -36.7822777215084)
("{1,168}",0101000020E61000008715E7E4C22862407EDF6573F37142C0),{1,168},POINT(145.273790789925 -36.890242027991)
("{1,169}",0101000020E610000090D8F5FE8C266240935C3890927B42C0),{1,169},POINT(145.204711418312 -36.9654102587894)
("{1,170}",0101000020E610000003739CDA1E2562404F4040AB267F42C0),{1,170},POINT(145.160016351285 -36.9933675826766)
("{1,171}",0101000020E6100000B32D8E292D2462409F68B9F03B7F42C0),{1,171},POINT(145.130512979214 -36.9940167336765)
("{1,172}",0101000020E610000064C11BEA8623624087DC54D4DF8242C0),{1,172},POINT(145.110219053469 -37.0224557318079)
("{1,173}",0101000020E610000058B15AB78923624053618500A78B42C0),{1,173},POINT(145.110561062941 -37.0910339976569)
("{1,174}",0101000020E6100000DB788EF52222624003946E4DD39D42C0),{1,174},POINT(145.066767481104 -37.2330109395916)
("{1,175}",0101000020E61000003770CB0106226240026B888210A742C0),{1,175},POINT(145.063233277646 -37.3051913419822)
("{1,176}",0101000020E6100000151D9B08FE2062408668C339BEAC42C0),{1,176},POINT(145.031009962994 -37.3495552257673)
("{1,177}",0101000020E610000059C440281E216240E0A856DF7DB242C0),{1,177},POINT(145.034931303499 -37.3944663212912)
("{1,178}",0101000020E6100000FB26A92CBC1E624043F83BE26EC142C0),{1,178},POINT(144.960470514656 -37.5111964028188)
("{1,179}",0101000020E61000008946CE08C41E6240F1B9328382CB42C0),{1,179},POINT(144.961429980165 -37.5899204251945)
("{1,180}",0101000020E61000007E2D4FDBE61F6240F947208E45CE42C0),{1,180},POINT(144.996930746693 -37.6114976556418)
("{1,181}",0101000020E6100000292A5045C71F6240A1EAD0D3B7D842C0),{1,181},POINT(144.99307504327 -37.6931099672413)
("{1,182}",0101000020E61000005166ED5EDC1C624091EBD890F8DA42C0),{1,182},POINT(144.901900733634 -37.710710626524)
("{1,183}",0101000020E61000000B76CCFA2E1E6240996AF7F2C3DE42C0),{1,183},POINT(144.943234824503 -37.7403548915947)
("{1,184}",0101000020E6100000D202ADF1301E624002F2E3336AE842C0),{1,184},POINT(144.943474615013 -37.8157410491003)
Time: 115.544 ms
